Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
LoadIPAddresses,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Monhlprs.h,,Monitors.lib,,,,function
LoadIPXAddresses,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Monhlprs.h,,Monitors.lib,,,,function
LoadMACAddresses,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Monhlprs.h,,Monitors.lib,,,,function
LoadStringAddr,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Monhlprs.h,,Monitors.lib,,,,function
LoadTCHAR,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Monhlprs.h,,Monitors.lib,,,,function
LookupByteSetString,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,Parser.lib,,,,function
LookupDwordSetString,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,Parser.lib,,,,function
LookupWordSetString,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,Parser.lib,,,,function
MacTypeToAddressType,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Netmon.h,,NMAPI.lib,,,,function
MergeBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
ModifyFrame,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Netmon.h,,NMAPI.lib,,,,function
ParserTemporaryLockFrame,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,NMAPI.lib,,,,function
RegCreateBlobKey,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
RegOpenBlobKey,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
RemoveFromBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SelectNPPBlobFromTable,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Finder.h,,NPPTools.lib,,,,function
SetBoolInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetCCInstPtr,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,NMAPI.lib,,,,function
SetClassIDInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetDwordInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetMacAddressInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetNetworkInfoInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetNPPAddressFilterInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetNPPEtypeSapFilter,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetNPPPatternFilterInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetNPPTriggerInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
SetStringInBlob,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
StringToAddress,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,Parser.lib,,,,function
VarLenSmallIntToDword,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,Parser.lib,,,,function
WriteBlobToFile,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Blob.h,,NPPTools.lib,,,,function
IDelaydC,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,IDelaydC.h,,,,,,interface
IESP,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Iesp.h,,,,,,interface
IMonitor,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Imonitor.h,,,,,,interface
IMonitorEventer,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Imonitor.h,,,,,,interface
IRTC,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,IRTC.h,,,,,,interface
IStats,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,ISTATS.h,,,,,,interface
ADDRESS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
ADDRESSPAIR,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
ADDRESSTABLE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
ANDEXP,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
BLOB_TABLE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Finder.h,,,,,,structure
CAPTUREFILE_HEADER_VALUES,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
CAPTUREFILTER,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
CONFIGUREDEXPERT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPERTCONFIG,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPERTENUMINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPERTFRAMEDESCRIPTOR,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPERTSTARTUPINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPERTSTATUS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
EXPRESSION,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
FILTEROBJECT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Filter.h,,,,,,structure
FRAME,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
FRAME_DESCRIPTOR,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
FRAMETABLE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
GENERIC_PORT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
GROUPINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Expert.h,,,,,,structure
IPX_ADDRESS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
JTYPE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Event.h,,,,,,structure
LABELED_BIT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
LABELED_BYTE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
LABELED_DWORD,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
LABELED_WORD,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
MACFRAME,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
NETWORKINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
NETWORKSTATUS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
NMCOLUMNINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Event.h,,,,,,structure
NMCOLUMNVARIANT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Event.h,,,,,,structure
NMEVENTDATA,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Event.h,,,,,,structure
PATTERNMATCH,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
PF_FOLLOWENTRY,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PF_FOLLOWSET,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PF_HANDOFFSET,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PF_HANDOFFVALUEFORMATBASE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PF_PARSERDLLINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PF_PARSERINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Parser.h,,,,,,structure
PROPERTYINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
PROPERTYINST,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
PROPERTYINSTEX,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
PROTOCOLINFO,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
QUERYTABLE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
RANGE,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
SESSIONSTATS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
SET,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,Bhtypes.h,,,,,,structure
STATIONQUERY,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
STATIONSTATS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
STATISTICS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
TRIGGER,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
UPDATE_EVENT,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
VINES_IP_ADDRESS,Windows NT 4.0 or later,,Network Monitor,Network Monitor 2.0,NPPTypes.h,,,,,,structure
AddConnectNotify,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
CancelConnectNotify,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPAddConnection,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPAddConnection3,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPCancelConnection,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPCloseEnum,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPDeviceMode,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPDirectoryNotify,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPEnumResource,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPFMXEditPerm,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPFMXGetPermCaps,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPFMXGetPermHelp,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPFormatNetworkName,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetCaps,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetConnection,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetConnection3,Windows NT 4.0 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetConnectionPerformance,Windows NT 4.0 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetDirectoryType,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetPropertyText,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetResourceInformation,Windows NT 4.0 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetResourceParent,Windows NT 4.0 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetUniversalName,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPGetUser,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPLogonNotify,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPOpenEnum,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPPasswordChangeNotify,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPPropertyDialog,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NPSearchDialog,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
WNetSetLastError,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,provider function
NETCONNECTINFOSTRUCT,Windows NT 4.0 or later,Windows 95 or later,Network Provider,,Winnetwk.h,,,,,,structure
NETRESOURCE,Windows NT 3.51 or later,Windows 95 or later,Network Provider,,Winnetwk.h,,,,,Declared as Unicode and ANSI structures.,structure
NOTIFYADD,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,structure
NOTIFYCANCEL,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,structure
NOTIFYINFO,Windows NT 3.51 or later,,Network Provider,,Npapi.h,,,,,,structure
REMOTE_NAME_INFO,Windows NT 3.51 or later,Windows 95 or later,Network Provider,,Winnetwk.h,,,,,Declared as Unicode and ANSI structures.,structure
UNIVERSAL_NAME_INFO,Windows NT 3.51 or later,Windows 95 or later,Network Provider,,Winnetwk.h,,,,,Declared as Unicode and ANSI structures.,structure
AcsLan,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,Dlcapi.lib,,,,function
CCB_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
DLC_LINK_LOG,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
DLC_SAP_LOG,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_ADAPTER_LOG,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_ADAPTER_LOG_ETH,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_ADAPTER_LOG_TR,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_ADAPTER_OPEN_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_BUFFER_CREATE_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_BUFFER_FREE_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_BUFFER_GET_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_CCB,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_CONTIGUOUS_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_INITIALIZE_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_MULTICAST_ADDRESS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_OPEN_ADAPTER_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_OPEN_DIRECT_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_READ_LOG_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_READ_LOG_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_SET_EFLAG_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIR_STATUS_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DIRECT_LOG,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_CONNECT_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_LOG_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_MODIFY_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_OPEN_SAP_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_OPEN_STATION_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_REALLOCATE_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_SET_THRESHOLD_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_DLC_STATISTICS_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_EXTENDED_ADAPTER_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_NEXT_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_NOT_CONTIGUOUS_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_READ_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_RECEIVE_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_TRANSMIT_PARMS,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
LLC_XMIT_BUFFER,Windows 2000 and earlier,Windows 95 or later,Network/DLC,,Dlcapi.h,,,,,,structure
Netbios,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,Netapi32.lib,,,,function
ACTION_HEADER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
ADAPTER_STATUS,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
FIND_NAME_BUFFER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
FIND_NAME_HEADER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
LANA_ENUM,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
NAME_BUFFER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
NCB,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
SESSION_BUFFER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
SESSION_HEADER,Windows NT 3.1 or later,Windows 95 or later,Network/Netbios,,Nb30.h,,,,,,structure
ChoosePixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Wingdi.h,Windows.h,Gdi32.lib,,,,function
DescribePixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Wingdi.h,Windows.h,Gdi32.lib,,,,function
GetPixelFormat,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Wingdi.h,Windows.h,Gdi32.lib,,,,function
glAccum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glAddSwapHintRectWIN,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glAlphaFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glAreTexturesResident,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glArrayElement,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glBegin,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glBindTexture,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glBitmap,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glBlendFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glCallList,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glCallLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClear,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClearAccum,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClearColor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClearDepth,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClearIndex,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClearStencil,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glClipPlane,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glColor,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glColorMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glColorMaterial,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glColorPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glColorSubTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glColorTableEXT,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glCopyPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glCopyTexImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glCopyTexImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glCopyTexSubImage1D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glCopyTexSubImage2D,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glCullFace,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDeleteLists,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDeleteTextures,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glDepthFunc,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDepthMask,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDepthRange,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDisable,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDisableClientState,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glDrawArrays,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glDrawBuffer,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glDrawElements,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glDrawPixels,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEdgeFlag,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEdgeFlagPointer,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glEnable,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
glEnableClientState,Windows NT 4.0 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1.1,Gl.h,,Opengl32.lib,,,,function
glEnd,Windows NT 3.5 or later,Windows 95 or later. Available as a redistributable for Windows 95.,OpenGL,1,Gl.h,,Opengl32.lib,,,,function
